company_name,brand,category,product,shop,sku,note
北京趣拿信息技术有限公司,去哪儿,,胖金鱼去哪儿了？（奇想国童书）《三联生活周刊》主笔陈赛、《北冥有鱼》绘者刘畅联袂创作,,12311028170,
北京趣拿信息技术有限公司,去哪儿,,[M]迪士尼流利阅读第2级:海底总动员2多莉去哪儿-9787115426499,,12344449114,
北京趣拿信息技术有限公司,去哪儿,,[M]大象去哪儿了?-9787559610607,,12404647359,
华硕电脑(上海)有限公司,华硕,数码,华硕天选7 Pro 酷睿版 国家补贴16英寸游戏本笔记本电脑(U7-255HX 16G 1T RTX5060 2.5K 300Hz) 灰,,12451810521,
华硕电脑(上海)有限公司,华硕,数码,华硕灵耀14 酷睿Ultra5 2.8K屏高颜值AI超轻薄商务办公笔记本电脑( Ultra5-225H 16G 512G) 银,,12452394031,
华硕电脑(上海)有限公司,华硕,数码,华硕破晓6 锐龙版15.6英寸轻薄商务商用办公指纹识别笔记本电脑R5 150 16G 512G SSD固态),,12450726880,
华硕电脑(上海)有限公司,华硕,,华硕ASUS轻薄本S3450AA325-0DBSXBJX10,,12452639404,
华硕电脑(上海)有限公司,华硕,数码,"华硕灵耀14 双屏 2026 全新酷睿双触控屏超轻薄AI笔记本电脑,第3代Ultra X7 32G 1TB UMA",,12451351767,
华硕电脑(上海)有限公司,华硕,数码,华硕/ASUS破晓7S AI轻薄本14英寸商务办公笔记本电脑 Ultra5 225H 16GB 1T 2.5K 144Hz 星空灰,,12453135753,
华硕电脑(上海)有限公司,华硕,,华硕破晓7X 台式机台式电脑主机(酷睿Core5-210H 16G 512G SSD 小机箱),,12452250037,
华硕电脑(上海)有限公司,华硕,数码,华硕灵耀16 Air 2026 AMD锐龙AI 9 H 465 2.8K 1100nitsAI笔记本电脑 32G 1T,,12450713578,
华硕电脑(上海)有限公司,华硕,数码,华硕无畏16 酷睿版 i9-13900H 2.5K 144Hz高分高刷高性能轻薄笔记本电脑,,12450864737,
华硕电脑(上海)有限公司,华硕,数码,华硕ProArt创16 AI全能笔记本电脑 锐龙AI 9 HX370 RTX5060 64G 2T 2.8K 120Hz 触控OLED-90NB15L1-M00,,12452208379,
同程网络科技股份有限公司,同程,,正版 同程技术故事 张海龙 等著 电子工业出版社 9787121299407,,12429840049,
同程网络科技股份有限公司,同程,,正版 岁月与旅行:第四辑 同程百旅会《岁月与旅行》编辑部编 中国,,12429844641,
同程网络科技股份有限公司,同程,,正版新书]克里同程志敏9787522208428,,12450180243,
同程网络科技股份有限公司,同程,,正版新书]岁月与旅行(第5辑)同程百旅会《岁月与旅行》编辑部9,,12450522742,
泰康人寿保险有限责任公司,泰康,,泰康丁细牙痛胶囊24粒风火牙疼牙痛 牙龈肿胀 急性牙髓炎药品,,10677907070,
泰康人寿保险有限责任公司,泰康,食品饮料,梅林上海辣酱油630ml*2瓶泰康牌炸猪排鸡排炸春卷蘸料凉拌酱油,,12382080878,
泰康人寿保险有限责任公司,泰康,,醉染图书长期主义:泰康的25年9787521735086,,12427443184,
泰康人寿保险有限责任公司,泰康,,正版 财富管理360度:家庭财富管理综合筹划指南 泰康人寿总公司,,12429962763,
泰康人寿保险有限责任公司,泰康,,溢泰康富乐KEMFLO 800G厨下RO反渗透净水机双出水无桶大通量直饮净水器KFRO0800U-F1,,12441979770,
泰康人寿保险有限责任公司,泰康,,溢泰康富乐KEMFLO净水器 商用办公反渗透大流量KFRO0600UTC-A600,,12442135225,
泰康人寿保险有限责任公司,泰康,,溢泰康富乐KEMFLO净水器家用直饮厨房净水机自来水过滤不插电 KF-WMAF-01台,,12442206437,
泰康人寿保险有限责任公司,泰康,,溢泰康富乐KEMFLO 家用商用全屋大流量中央前置树脂软水机KFSF060Plus 0800Plus台,,12442206440,
泰康人寿保险有限责任公司,泰康,,溢泰康富乐KEMFLO 家用商用全屋大流量中央前置树脂软水机KFSF060Plus 0800Plus台,,12442206442,
泰康人寿保险有限责任公司,泰康,,溢泰康富乐KEMFLO净水器家用反渗透净水大流量无桶纯水RO机KFRO1000U-F3,,12442748434,
浙江古茗科技有限公司,古茗,,"正版 做心底明媚的女子:心优雅,自芳华 古茗著 光明日报出版社 9",,12429818122,
浙江古茗科技有限公司,古茗,,正版 11天提升女性气质:好气质改变女人一生 古茗著 现代出版社 9,,12429876858,
浙江古茗科技有限公司,古茗,,正版 她们走在美的光影里 古茗著 北京联合出版公司 978755960646,,12429967350,
浙江古茗科技有限公司,古茗,,正版新书]做心底明媚的女子:心优雅自芳华古茗9787519422295,,12450011534,
海尔智家股份有限公司,海尔,家电,海尔智家统帅(Leader)1.5匹超一级能效超省电空调挂机变频冷暖家用空调国家补贴以旧换新KFR-35GW/LA1-1,,12442181416,
海尔智家股份有限公司,海尔,家电,统帅空调海尔出品超省电1.5匹空调挂机壁挂式AI省电新一级变频节能自清洁以旧换新KFR-35GW/LPA1-1,,12451588816,
海尔智家股份有限公司,海尔,家电,海尔出品统帅空调超省电Air大1匹一级能效变频挂机 纯铜管 国家补贴KFR-26GW/LXCA-1Pro,,12452331293,
海尔智家股份有限公司,海尔,家电,统帅空调海尔出品 超省电Air 3匹柜机客厅立式空调超一级能效变频冷暖 以旧换新KFR-72LW/LTA1-1,,12450420233,
海尔智家股份有限公司,海尔,家电,统帅空调海尔出品 超省电 2匹新一级能效变频壁挂式冷暖空调双排铜管国家补贴 KFR-46GW/LTA1-1,,12451567373,
海尔智家股份有限公司,海尔,家电,[纯铜管]海尔空调小红花(Haier)1.5匹 新1级能效智慧节能除菌自清洁冷风防直吹 KFR-35GW/E1-1套机,,12441319635,
海尔智家股份有限公司,海尔,家电,海尔1.5匹挂壁式空调KFR-35GW/C200-1套机新1级能效变频冷暖升级大风口急速制冷独立除湿节能设计家用空调,,12439174400,
海尔智家股份有限公司,海尔,家电,[纯铜管]海尔空调(Haier)3匹 小红花 变频新1级能效 强冷强热 家用空调柜机KFR-72LW/E1-1套机,,12441548076,
海尔智家股份有限公司,海尔,家电,海尔空调(Haier)1.5匹 新1级能效 挂机KFR-35GW/N5-1套机,,12439085097,
海尔智家股份有限公司,海尔,家电,[纯铜管]海尔空调(Haier)1匹小红花 新1级能效 节能省电 防直吹 自清洁KFR-26GW/E1-1套机,,12441319636,
百度在线网络技术(北京)有限公司,百度,,[M]辛弃疾词传 众里寻他千百度 墙峻峰 著 -9787570209644,,12109589526,
百度在线网络技术(北京)有限公司,百度,,[M]众里寻他千百度 淑章谈古诗词-9787101158076,,12390039771,
百度在线网络技术(北京)有限公司,百度,,[M]百度SEM竞价推广 策略、方法、技巧与实战-9787121311185,,12404685877,
百度在线网络技术(北京)有限公司,百度,,[醉染正版]很杂很杂的杂学知识:拿得起放不下的学问书 让百度疯狂 谷歌抽搐的杂学百科 有趣的科普类书籍成人版 大集合读物,,12423530603,
百度在线网络技术(北京)有限公司,百度,,[醉染正版]万相之王9 天罡地煞 天蚕土豆实体书 第九册 网络长篇玄幻小说斗破苍穹武动乾坤大主宰元尊百度风云榜同系列,,12424320365,
百度在线网络技术(北京)有限公司,百度,,"醉染图书百度,大数据9787545446173",,12427328436,
百度在线网络技术(北京)有限公司,百度,,醉染图书李彦宏与百度9787500165989,,12427464484,
百度在线网络技术(北京)有限公司,百度,,醉染图书百度智能小程序:AI赋能新机遇9787302526681,,12427534515,
百度在线网络技术(北京)有限公司,百度,,醉染图书李彦宏 百度与智能时代的畅想9787517112976,,12427573488,
百度在线网络技术(北京)有限公司,百度,,醉染图书李彦宏与百度(汉英双语)9787500167488,,12427581852,
顺丰速运有限公司,顺丰,,[苏鲜生]新疆顺丰冰糖心苹果9枚精选特大果礼盒装红富士,,12398042069,
顺丰速运有限公司,顺丰,,顺丰快递[西沛生鲜]进口青苹果 2个 单果160-190g 脆甜可口,,12449029808,
顺丰速运有限公司,顺丰,,顺丰快递[西沛生鲜]进口青苹果 4个 单果160-190g 脆甜可口,,12449029809,
顺丰速运有限公司,顺丰,,顺丰快递[西沛生鲜]进口青苹果 8个 单果160-190g 脆甜可口,,12449029810,
顺丰速运有限公司,顺丰,,顺丰快递[西沛生鲜]进口青苹果 12个 单果160-190g 脆甜可口,,12449029811,
顺丰速运有限公司,顺丰,,顺丰快递[苏鲜生]进口青苹果 2个 单果160-190g 脆甜可口,,12449064569,
顺丰速运有限公司,顺丰,,顺丰快递[苏鲜生]进口青苹果 4个 单果160-190g 脆甜可口,,12449082867,
顺丰速运有限公司,顺丰,,顺丰快递[苏鲜生]进口青苹果 8个 单果160-190g 脆甜可口,,12449082868,
顺丰速运有限公司,顺丰,,顺丰快递[苏鲜生]进口青苹果 12个 单果160-190g 脆甜可口,,12449082869,
顺丰速运有限公司,顺丰,,雀淘AA级新鲜土鸡蛋20枚装无沙门氏菌农家放养草鸡蛋营养早餐顺丰发货,,12448936594,
浙江苏泊尔股份有限公司,苏泊尔,厨房家电,苏泊尔(SUPOR)电饭煲家用5L大容量3-8人多功能一键香弹煮电饭锅球釜不粘内胆24小时智能预约定时SF50FC733,,11263308594,
浙江苏泊尔股份有限公司,苏泊尔,厨房家电,苏泊尔(SUPOR)电饭煲3L/升家用小容量1-6人 智能预约不粘内胆 全自动多功能迷你电饭锅新品SF30FC0187,,12442794332,
浙江苏泊尔股份有限公司,苏泊尔,厨房家电,苏泊尔(SUPOR)电饭煲3L/升家用小容量1-6人 智能预约不粘内胆 全自动多功能迷你电饭锅新品SF30FC0187,,12450387701,
浙江苏泊尔股份有限公司,苏泊尔,厨房家电,苏泊尔(SUPOR)电饭煲 0涂层电饭锅4L不锈钢内胆2-6人 家用智能多功能无涂层电饭煲新款SF40FC9001,,12417985005,
浙江苏泊尔股份有限公司,苏泊尔,,苏泊尔电磁炉C22-IJ59E,,12424828009,
浙江苏泊尔股份有限公司,苏泊尔,厨房家电,苏泊尔(SUPOR)电压力锅5L升家用大容量高压饭煲多功能饭锅双胆高压锅全自动正品智能家用SY50YC8186,,12277991045,
浙江苏泊尔股份有限公司,苏泊尔,厨房家电,苏泊尔(SUPOR)电压力锅 5L家用全自动智能预约高压锅0涂层 煲汤婴儿粥双胆压力锅易收纳清洁SY-50YC5015,,12439836517,
浙江苏泊尔股份有限公司,苏泊尔,厨房家电,苏泊尔(SUPOR)电饭煲家用快速饭5L小快3-7人多功能电饭锅蓝钻球釜不粘内胆一键柴火饭智能预约定时SF50FC665,,12261693566,
浙江苏泊尔股份有限公司,苏泊尔,厨房家电,苏泊尔(SUPOR)电水壶1.5L大容量自动断电电热水壶保温防烫防干烧自动断电不锈钢内胆烧水壶15T66B,,10953819451,
浙江苏泊尔股份有限公司,苏泊尔,厨房家电,苏泊尔(SUPOR)电饭煲0涂层球釜内胆柴火饭4升大容量3-4人不锈钢家用煮小米粥智能多功能微压电饭锅SF40FC699,,12439926986,
